City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Muncar,ID,-8.4333,114.3333,85.64,67,81,4.59,broken clouds
460,Corinto,GR,37.9407,22.9573,51.42,79,0,5.14,clear sky
461,Port Keats,AU,-14.25,129.55,91.72,40,92,3.31,overcast clouds
462,Raudeberg,NO,61.9875,5.1352,34.86,91,100,25.55,overcast clouds
463,Ixtapa,MX,20.7,-105.2,73.22,83,20,1.99,few clouds
464,Drabiv,UA,49.963,32.1529,44.19,77,83,10.22,broken clouds
465,Flin Flon,CA,54.7682,-101.865,32.76,79,100,13.87,overcast clouds
466,Arman,RU,59.7,150.1667,32.02,78,93,5.75,overcast clouds
467,Natal,BR,-5.795,-35.2094,79.02,89,40,5.75,scattered clouds
468,Buin,CL,-33.7333,-70.75,68.74,81,0,1.86,clear sky
469,Siddhapur,IN,23.9167,72.3833,92.16,23,1,8.48,clear sky
470,Rio Grande,BR,-32.035,-52.0986,61.95,90,0,7.85,clear sky
471,Amapa,BR,1.0,-52.0,71.17,100,100,0.85,overcast clouds
472,Marystown,CA,47.1666,-55.1483,35.85,100,73,1.99,broken clouds
473,Xining,CN,36.6167,101.7667,59.61,13,0,0.18,clear sky
474,Murgab,TM,37.4966,61.9714,58.87,63,0,4.61,clear sky
475,Ballina,AU,-28.8667,153.5667,76.01,77,100,13.8,overcast clouds
476,Sibolga,ID,1.7427,98.7792,85.57,62,86,4.68,overcast clouds
477,Qinzhou,CN,21.95,108.6167,81.14,34,0,10.92,clear sky
478,Mezhdurechensk,RU,53.6942,88.0603,34.81,88,99,11.23,snow
479,Provideniya,RU,64.3833,-173.3,8.29,88,97,7.02,overcast clouds
480,Ojinaga,MX,29.5667,-104.4167,70.75,17,0,13.8,clear sky
481,Wuwei,CN,37.9281,102.6414,74.23,8,1,3.8,clear sky
482,Goderich,CA,43.7501,-81.7165,37.72,87,100,4.61,overcast clouds
483,Jatiroto,ID,-7.8833,111.1167,82.74,71,87,7.67,overcast clouds
484,Paducah,US,37.0834,-88.6001,50.13,59,100,6.91,overcast clouds
485,Irbil,IQ,36.1926,44.0106,60.62,51,20,5.75,dust
486,Ciudad Bolivar,VE,8.1222,-63.5497,80.69,62,100,14.5,overcast clouds
487,Bocas Del Toro,PA,9.3333,-82.25,79.03,79,94,9.6,overcast clouds
488,Beringovskiy,RU,63.05,179.3167,12.67,84,100,2.68,overcast clouds
489,Semey,KZ,50.4111,80.2275,48.42,37,0,6.71,clear sky
490,Balgazyn,RU,51.0,95.2,43.27,48,43,3.89,scattered clouds
491,Innisfail,AU,-17.5333,146.0333,79.74,88,40,11.34,scattered clouds
492,Chipinge,ZW,-20.1883,32.6236,59.76,97,100,6.15,light rain
493,Jumla,NP,29.2747,82.1838,66.56,28,0,5.97,clear sky
494,Fort Morgan,US,40.2503,-103.8,48.85,27,0,8.05,clear sky
495,Toktogul,KG,41.8708,72.9402,60.58,62,100,2.35,light rain
496,Biak,ID,-0.9131,122.8766,83.34,67,100,3.74,overcast clouds
497,Husavik,IS,66.0449,-17.3389,19.38,85,37,6.2,scattered clouds
498,Lomza,PL,53.1781,22.0593,36.3,93,97,6.53,overcast clouds
499,Ous,RU,60.9058,61.5186,33.3,85,99,5.35,overcast clouds
500,Nioro,GM,13.35,-15.75,78.8,38,17,3.94,few clouds
501,Kribi,CM,2.95,9.9167,75.72,90,100,9.75,moderate rain
502,Yuci,CN,37.6803,112.7319,76.75,19,0,6.71,clear sky
503,Zhoucheng,CN,35.9122,116.3117,84.0,33,99,15.14,overcast clouds
504,Joetsu,JP,37.1483,138.2364,61.79,47,0,3.06,clear sky
505,Tehachapi,US,35.1322,-118.449,73.44,37,5,5.99,clear sky
506,Boa Vista,BR,2.8197,-60.6733,80.58,65,75,12.66,broken clouds
507,Parry Sound,CA,45.3501,-80.033,37.45,87,93,3.83,overcast clouds
508,Taki,IN,22.5861,88.9214,89.04,41,4,16.55,clear sky
509,Ozark,US,37.0209,-93.206,37.81,83,8,4.85,clear sky
510,Saint-Francois,FR,46.4154,3.9054,37.67,93,75,5.75,broken clouds
511,Horodnytsya,UA,50.807,27.3168,49.66,86,100,12.21,overcast clouds
512,Narsaq,GL,60.9167,-46.05,24.08,78,42,2.82,scattered clouds
513,Constitucion,CL,-35.3333,-72.4167,52.12,91,15,6.93,few clouds
514,Suruc,TR,36.9761,38.425,55.31,64,0,13.27,clear sky
515,Kidal,ML,18.4411,1.4078,82.62,15,8,13.71,clear sky
516,Hauterive,FR,46.0901,3.4459,39.96,86,99,3.91,overcast clouds
517,Camocim,BR,-2.9022,-40.8411,75.63,92,84,8.21,broken clouds
518,Pokrovskoye,RU,47.4157,38.8971,48.83,87,53,11.54,broken clouds
519,Merauke,ID,-8.4667,140.3333,86.94,65,60,12.73,broken clouds
520,Yantal,RU,56.8471,105.2542,35.28,66,100,4.63,overcast clouds
521,Vanimo,PG,-2.6741,141.3028,87.78,61,96,4.45,light rain
522,Omsukchan,RU,62.5333,155.8,20.64,87,100,6.42,light snow
523,Kapit,MY,2.0167,112.9333,85.64,66,90,5.03,overcast clouds
524,Hofn,IS,64.2539,-15.2082,29.05,54,99,9.04,overcast clouds
525,Neuquen,AR,-38.9516,-68.0591,67.89,56,0,5.75,clear sky
526,Otavalo,EC,0.2333,-78.2667,55.62,93,100,3.42,overcast clouds
527,Nyuksenitsa,RU,60.4128,44.2397,39.6,91,100,12.28,overcast clouds
528,Bucak,TR,37.4592,30.595,34.32,67,0,2.64,clear sky
529,Banchory,GB,57.0517,-2.4882,35.69,84,100,15.46,overcast clouds
530,Staryy Nadym,RU,65.6118,72.6842,2.53,88,100,9.44,overcast clouds
531,Makakilo City,US,21.3469,-158.0858,74.95,71,100,13.8,overcast clouds
532,Altay,CN,47.8667,88.1167,43.61,72,14,4.29,few clouds
533,Baraganul,RO,44.8,27.5167,53.65,70,59,6.96,broken clouds
534,Grand Gaube,MU,-20.0064,57.6608,79.38,86,42,1.99,scattered clouds
535,Macaparana,BR,-7.5547,-35.4531,70.23,97,32,3.78,scattered clouds
536,Nurota,UZ,40.5614,65.6886,75.6,33,6,13.22,clear sky
537,Cap-Aux-Meules,CA,47.3821,-61.8597,33.82,86,100,25.32,overcast clouds
538,Turka,UA,49.1541,23.0297,45.79,95,100,14.94,overcast clouds
539,Chalus,IR,36.655,51.4204,54.86,100,100,0.0,mist
540,Loandjili,CG,-4.7561,11.8578,77.11,100,40,2.3,scattered clouds
541,Tombouctou,ML,20.0,-3.0,78.12,13,5,13.62,clear sky
542,Bay Roberts,CA,47.5999,-53.2648,31.33,81,66,1.99,broken clouds
543,Portland,US,45.5234,-122.6762,48.79,71,40,11.5,scattered clouds
544,Lagoa,PT,39.05,-27.9833,56.53,74,51,36.64,broken clouds
545,Kabanjahe,ID,3.1001,98.4908,76.46,62,100,2.24,overcast clouds
546,Ngudu,TZ,-2.9667,33.3333,61.16,83,17,5.06,few clouds
547,Tselinnoye,RU,53.0833,85.6667,38.01,69,56,16.42,broken clouds
548,Puerto Escondido,MX,15.85,-97.0667,79.41,72,48,2.66,scattered clouds
549,Gazanjyk,TM,39.2446,55.5154,74.97,26,90,3.85,overcast clouds
550,Maniitsoq,GL,65.4167,-52.9,11.68,88,34,9.78,scattered clouds
551,Ostrov,RU,57.3439,28.3537,33.53,83,12,11.45,few clouds
552,Puerto Maldonado,PE,-12.6,-69.1833,73.35,99,97,0.6,overcast clouds
553,Port Blair,IN,11.6667,92.75,86.04,74,20,6.91,few clouds
554,Arica,CL,-18.475,-70.3042,68.23,73,100,5.75,overcast clouds
555,Nome,US,64.5011,-165.4064,15.17,82,100,11.16,snow
556,Zyryanka,RU,65.75,150.85,4.19,80,100,16.33,overcast clouds
557,Inhuma,BR,-6.6683,-41.7078,70.12,88,86,3.56,overcast clouds
558,Talnakh,RU,69.4865,88.3972,1.2,93,94,4.18,overcast clouds
559,Kununurra,AU,-15.7667,128.7333,98.58,16,77,6.91,broken clouds
560,Saint-Georges,GD,12.0564,-61.7485,78.48,83,20,16.11,few clouds
561,Vidim,RU,56.4088,103.1106,36.07,66,100,2.8,overcast clouds
562,Broken Hill,AU,-31.95,141.4333,78.51,29,75,4.61,broken clouds
563,Lakhdenpokhya,RU,61.5198,30.1992,30.25,94,100,6.93,overcast clouds
564,Canutama,BR,-6.5339,-64.3831,73.53,98,89,1.72,light rain
565,Bubaque,GW,11.2833,-15.8333,76.05,79,10,12.39,clear sky
566,Waipawa,NZ,-41.4122,175.5153,56.48,61,44,4.34,scattered clouds
567,Chernyshevskiy,RU,63.0128,112.4714,26.8,81,100,9.24,overcast clouds
568,Turukhansk,RU,65.8167,87.9833,16.97,90,98,8.08,overcast clouds
569,Mocuba,MZ,-16.8392,36.9856,69.46,99,69,3.2,light rain
570,Ngama,TD,11.7833,17.1667,84.43,24,74,3.49,broken clouds
571,Ketchikan,US,55.3422,-131.6461,42.78,78,85,5.23,light rain
572,Bilibino,RU,68.0546,166.4372,-2.06,74,13,1.7,few clouds
573,Estevan,CA,49.1334,-102.9842,44.94,31,75,16.11,broken clouds
574,Mackay,AU,-21.15,149.2,82.69,74,75,20.71,broken clouds
575,Niamey,NE,13.5137,2.1098,88.09,33,0,10.36,clear sky
576,Tura,IN,25.5198,90.2201,84.11,51,0,5.64,clear sky
577,Westport,US,41.1415,-73.3579,51.94,81,0,5.75,clear sky
578,Mason City,US,43.1536,-93.201,33.33,74,6,10.78,clear sky
579,Nouadhibou,MR,20.931,-17.0347,62.58,77,0,20.71,clear sky
580,Levittown,US,40.1551,-74.8288,52.54,67,100,2.42,overcast clouds
581,Zhaotong,CN,27.3167,103.7167,50.76,91,100,3.15,overcast clouds
582,Asau,RO,46.4333,26.4,51.28,77,98,4.65,overcast clouds
583,Hoquiam,US,46.9809,-123.8893,46.92,82,47,4.0,scattered clouds
584,Mehamn,NO,71.0357,27.8492,33.46,96,100,34.27,light snow
585,Sapernoye,RU,60.7167,29.9505,32.49,92,97,8.81,overcast clouds
586,Belyy Yar,RU,53.6039,91.3903,44.49,33,0,22.37,clear sky
587,Grants,US,35.1473,-107.8514,48.43,12,0,0.0,clear sky
588,Douglas,US,41.3,-96.167,42.1,40,0,6.91,clear sky
589,Salekhard,RU,66.53,66.6019,3.51,94,100,1.86,overcast clouds
590,Egvekinot,RU,66.3167,-179.1667,-4.92,93,100,2.62,overcast clouds
591,Fortuna,US,40.5982,-124.1573,49.66,80,100,18.41,overcast clouds
592,Kannangad,IN,12.3081,75.1063,84.9,73,96,2.15,overcast clouds
593,Prince Albert,CA,53.2001,-105.7677,39.15,70,75,10.36,broken clouds
594,El Ejido,ES,36.7763,-2.8146,58.75,57,94,3.74,overcast clouds
595,Port Augusta,AU,-32.5,137.7667,84.7,25,0,9.6,clear sky
596,Nagornyy,RU,52.7959,83.5498,41.18,54,16,15.43,few clouds
597,Grand-Lahou,CI,5.1367,-5.0242,79.77,88,100,7.92,overcast clouds
598,Umm Lajj,SA,25.0213,37.2685,77.36,61,26,1.05,scattered clouds
599,Udimskiy,RU,61.1417,45.9144,36.25,99,100,11.03,overcast clouds
600,Xianyang,CN,34.3378,108.7026,79.84,34,0,8.95,clear sky
601,Sandnessjoen,NO,66.0217,12.6316,29.64,81,97,3.0,overcast clouds
602,Rantepao,ID,-2.9701,119.8978,77.52,81,81,2.39,broken clouds
603,Walvis Bay,NA,-22.9575,14.5053,50.95,100,0,5.75,clear sky
604,Longyearbyen,SJ,78.2186,15.6401,17.44,86,75,16.11,light snow
605,Coahuayana,MX,18.7333,-103.6833,70.32,88,36,2.84,scattered clouds
606,Haines Junction,CA,60.7522,-137.5108,33.75,69,100,9.22,overcast clouds
607,Loa Janan,ID,-0.583,117.095,80.82,79,100,4.23,overcast clouds
608,Nkhotakota,MW,-12.9274,34.2961,71.69,90,98,9.4,moderate rain
609,Gambela,ET,8.25,34.5833,78.08,58,64,2.98,broken clouds
610,Hyderabad,IN,17.3753,78.4744,82.81,69,42,8.05,scattered clouds
611,Kostomuksha,RU,64.571,30.5767,34.66,100,100,7.63,overcast clouds
612,Yerazgavors,AM,40.7,43.75,38.17,93,75,0.0,broken clouds
613,Iralaya,HN,15.0,-83.2333,80.02,73,100,10.51,overcast clouds
614,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,89,100,11.5,overcast clouds
615,Batagay-Alyta,RU,67.8006,130.4114,18.88,81,99,3.62,overcast clouds
616,Sile,TR,41.1754,29.6133,56.07,57,24,5.82,few clouds
617,Shar,KZ,49.5886,81.0453,44.71,66,30,6.38,scattered clouds
618,Manjeshwar,IN,12.7194,74.8861,83.35,71,100,5.37,overcast clouds
619,Whyalla,AU,-33.0333,137.5833,84.09,26,0,14.97,clear sky
620,Kaseda,JP,31.4167,130.3167,68.07,55,0,5.39,clear sky
621,Srednekolymsk,RU,67.45,153.6833,0.09,82,67,14.88,broken clouds
622,Bonthe,SL,7.5264,-12.505,78.69,90,51,4.05,broken clouds
623,Issoire,FR,45.55,3.25,38.46,71,75,6.51,broken clouds
624,Steyr,AT,48.0427,14.4213,50.23,84,92,15.95,overcast clouds
625,Lompoc,US,34.6391,-120.4579,64.54,80,0,10.36,clear sky
626,San Patricio,US,28.017,-97.5169,69.89,54,0,8.66,clear sky
627,Dunedin,NZ,-45.8742,170.5036,63.03,55,17,7.31,few clouds
628,Marigot,MF,18.0667,-63.0833,78.58,75,40,12.66,scattered clouds
629,Salinas,US,36.6777,-121.6555,63.72,65,61,4.43,broken clouds
630,Rosehearty,GB,57.697,-2.1132,35.28,72,100,22.41,overcast clouds
631,Svetlogorsk,BY,52.6333,29.7333,41.05,90,96,8.21,overcast clouds
632,Mabaruma,GY,8.2,-59.7833,72.84,96,89,3.15,overcast clouds
633,Lourdes,FR,43.1,-0.05,45.88,87,100,8.05,overcast clouds
634,Yatou,CN,37.15,122.3833,65.14,55,15,18.19,few clouds
635,Kommunisticheskiy,RU,61.6789,64.4819,26.58,90,97,3.62,overcast clouds
636,Dalhousie,IN,32.5333,75.9833,75.61,18,0,2.48,clear sky
637,Manaus,BR,-3.1019,-60.025,75.69,100,0,4.61,clear sky
638,Gavrilovka Vtoraya,RU,52.877,42.7663,46.71,93,100,9.06,overcast clouds
639,Voznesenye,RU,61.0106,35.4781,35.22,98,100,11.27,snow
640,Laredo,US,27.5064,-99.5075,71.89,23,0,4.61,clear sky
641,Sulangan,PH,11.1373,123.7228,78.64,82,100,7.34,overcast clouds
642,Zhigansk,RU,66.7697,123.3711,16.21,78,81,11.83,broken clouds
643,Paralimni,CY,35.0375,33.9833,60.12,80,0,3.94,clear sky
644,Bambanglipuro,ID,-7.95,110.2833,83.61,68,73,6.29,broken clouds
645,Nishihara,JP,26.1842,127.7558,74.86,64,20,12.66,few clouds
646,Hokitika,NZ,-42.7167,170.9667,63.23,68,49,9.62,scattered clouds
647,Linjiang,CN,41.8069,126.9078,63.34,56,71,6.38,broken clouds
648,Mamakan,RU,57.8161,114.0028,34.92,74,99,2.59,light snow
649,Truth Or Consequences,US,33.1284,-107.2528,64.15,10,0,7.67,clear sky
650,Dongkan,CN,33.9997,119.8308,80.6,36,22,17.76,few clouds
651,Baraboo,US,43.4711,-89.7443,35.01,83,100,5.75,overcast clouds
652,Kaka,TM,37.3482,59.6143,79.03,22,27,4.16,scattered clouds
653,Kargasok,RU,59.0556,80.8572,20.66,87,100,17.16,overcast clouds
654,Loukhi,RU,66.0764,33.0381,34.11,100,100,10.76,light snow
655,Asnaes,DK,55.8123,11.5013,39.06,86,29,21.99,scattered clouds
656,Sayyan,YE,15.1718,44.3244,58.84,30,0,1.5,clear sky
657,Yulara,AU,-25.2406,130.9889,84.04,16,0,5.75,clear sky
658,Greytown,ZA,-29.0642,30.5928,52.32,99,100,1.59,overcast clouds
659,Viedma,AR,-40.8135,-62.9967,56.91,97,43,7.09,scattered clouds
660,Banyo,CM,6.75,11.8167,66.87,90,100,1.95,moderate rain
661,Miragoane,HT,18.4423,-73.0876,77.5,77,46,5.1,scattered clouds
662,Lakatoro,VU,-16.0999,167.4164,84.94,70,49,5.75,scattered clouds
663,Sri Aman,MY,1.2376,111.4621,86.09,74,20,2.3,few clouds
664,Suphan Buri,TH,14.4742,100.1222,95.88,25,84,3.53,broken clouds
665,Chiredzi,ZW,-21.05,31.6667,68.85,68,100,10.16,overcast clouds
666,Muswellbrook,AU,-32.2667,150.9,76.33,60,71,9.53,broken clouds
667,Nisia Floresta,BR,-6.0911,-35.2086,79.18,87,100,6.15,overcast clouds
668,Moree,AU,-29.4667,149.85,82.42,47,75,6.91,broken clouds
669,Atar,MR,20.5169,-13.0499,69.76,14,0,9.17,clear sky
670,Laguna,US,38.421,-121.4238,75.34,55,0,6.91,clear sky
671,Mishan,CN,45.55,131.8833,57.2,40,48,7.65,scattered clouds
672,Vodnyy,RU,63.5046,53.4095,29.46,91,32,9.19,scattered clouds
673,Governador Valadares,BR,-18.8511,-41.9494,71.33,87,25,1.1,scattered clouds
674,Dwarka,IN,22.2394,68.9678,84.42,58,2,8.57,clear sky
675,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.04,98,79,0.98,broken clouds
676,Vesyegonsk,RU,58.664,37.2604,37.99,95,100,8.63,overcast clouds
677,Mineiros,BR,-17.5694,-52.5511,69.64,84,20,1.52,few clouds
678,Oktyabrskiy,RU,54.4815,53.471,38.98,86,100,4.25,overcast clouds
679,Halifax,CA,44.6453,-63.5724,46.29,97,100,11.5,overcast clouds
680,Sisimiut,GL,66.9395,-53.6735,7.43,95,64,5.53,broken clouds
681,Massakory,TD,12.996,15.7293,83.53,11,8,6.62,clear sky
682,Guane,CU,22.2025,-84.0875,71.11,60,91,8.48,overcast clouds
683,Yinchuan,CN,38.4681,106.2731,79.36,6,0,13.06,clear sky
684,Hopewell,US,37.3043,-77.2872,54.18,87,67,5.01,broken clouds
685,Nelson Bay,AU,-32.7167,152.15,73.45,72,29,14.74,scattered clouds
686,Koshki,RU,54.2091,50.4677,41.41,76,100,12.12,overcast clouds
687,Alexandria,EG,31.2156,29.9553,60.76,82,40,3.44,scattered clouds
688,Gladstone,AU,-23.85,151.25,75.13,83,75,8.05,broken clouds
